run_id,market,model,feature_set,seed,config_sha256,aligned_warmup_rows,matched_plan_path,dataset_path,dataset_sha256,git_revision,python_version,platform,forecastle_version,torch_version,device_requested,worker_device,physical_gpu_id,divergence,matched_plan_sha256,status,last_action,started_at,completed_at,duration_seconds,artifact_dir,last_checked_at,source_batch
france_cac40__lstm_gru__indicators__seed1,france_cac40,lstm_gru,indicators,1,cc40aa901f2140584df8fe0024ad8dea550739732f83d7d9a897e9fd81b7517a,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:53:19.350607+00:00,2026-07-23T18:55:18.669707+00:00,119.31163626099988,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__lstm_gru__indicators__seed1/artifacts/20260723_185319_439995,2026-07-23T23:45:06.210911+00:00,g7_stage1_expanding_recursive_neural
france_cac40__lstm_gru__indicators__seed42,france_cac40,lstm_gru,indicators,42,d831f9a419a7879a75335d4daef21df3ee11edc79acc07fd80f34eadfdea60e2,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:55:18.671495+00:00,2026-07-23T18:57:17.681433+00:00,119.00321086999976,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__lstm_gru__indicators__seed42/artifacts/20260723_185518_763762,2026-07-23T23:45:06.343357+00:00,g7_stage1_expanding_recursive_neural
france_cac40__lstm_gru__indicators__seed2026,france_cac40,lstm_gru,indicators,2026,2b0a38ad633fa02322e7d2cabcf85da74483ea575e36cef8e3fcaf760d50bdb1,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:57:17.683377+00:00,2026-07-23T18:59:11.487499+00:00,113.79744284499976,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__lstm_gru__indicators__seed2026/artifacts/20260723_185717_772773,2026-07-23T23:45:06.464911+00:00,g7_stage1_expanding_recursive_neural
france_cac40__dnfs__close__seed1,france_cac40,dnfs,close,1,29f1d8570b2d1fc3f384546967b77793dcbf715eab7eb6d31ec93de025a0912c,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:59:11.489618+00:00,2026-07-23T19:02:01.953836+00:00,170.4574930380004,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__dnfs__close__seed1/artifacts/20260723_185911_572778,2026-07-23T23:45:06.594842+00:00,g7_stage1_expanding_recursive_neural
france_cac40__dnfs__close__seed42,france_cac40,dnfs,close,42,7908b3964772e91e7d0c4b7ee3c1ad56537f2179409d3162a95f427cee64eb0c,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T19:02:01.955968+00:00,2026-07-23T19:04:55.741139+00:00,173.77851484300027,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__dnfs__close__seed42/artifacts/20260723_190202_039986,2026-07-23T23:45:06.720474+00:00,g7_stage1_expanding_recursive_neural
france_cac40__dnfs__close__seed2026,france_cac40,dnfs,close,2026,2046721797edbe4d5cac4b3df0364eff312b5b7cb41dfddb24f6ef25aa00b3aa,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T19:04:55.743093+00:00,2026-07-23T19:07:32.969843+00:00,157.220472211,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__dnfs__close__seed2026/artifacts/20260723_190455_825545,2026-07-23T23:45:06.847186+00:00,g7_stage1_expanding_recursive_neural
france_cac40__dnfs__indicators__seed1,france_cac40,dnfs,indicators,1,b8db429a1d1a5cf7a14f742048ca74166e9f47500e9e46e5bb4b20246e12205c,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T19:07:32.971711+00:00,2026-07-23T19:10:10.835232+00:00,157.85697237799923,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__dnfs__indicators__seed1/artifacts/20260723_190733_062144,2026-07-23T23:45:06.978455+00:00,g7_stage1_expanding_recursive_neural
france_cac40__dnfs__indicators__seed42,france_cac40,dnfs,indicators,42,e6d213a552f3bbf12abc99165c8249085c4f437f4722f1583a18b1cd1dcb5be5,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T19:10:10.837353+00:00,2026-07-23T19:12:48.400916+00:00,157.55722112200056,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__dnfs__indicators__seed42/artifacts/20260723_191010_927231,2026-07-23T23:45:07.101778+00:00,g7_stage1_expanding_recursive_neural
france_cac40__dnfs__indicators__seed2026,france_cac40,dnfs,indicators,2026,e5a0f8495b3d8ecdd0f74ad7c2ff43452e8ad2f84db1ee89656149604c2ffd66,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T19:12:48.402793+00:00,2026-07-23T19:15:25.095889+00:00,156.68675445100052,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__dnfs__indicators__seed2026/artifacts/20260723_191248_494860,2026-07-23T23:45:07.226131+00:00,g7_stage1_expanding_recursive_neural
germany_dax__cnn1d__close__seed1,germany_dax,cnn1d,close,1,6765e29933af9044a9f60facf6890db14e8c356b6f3ce5b4212e67f1aee161ec,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:15:25.097860+00:00,2026-07-23T19:16:45.198351+00:00,80.09361075299967,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__cnn1d__close__seed1/artifacts/20260723_191525_179052,2026-07-23T23:45:07.345435+00:00,g7_stage1_expanding_recursive_neural
germany_dax__cnn1d__close__seed42,germany_dax,cnn1d,close,42,7d0bf35e7bd2600541e9b6235e8cf67d99a591659f2157131c692975715aa8dd,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:16:45.200270+00:00,2026-07-23T19:18:11.706491+00:00,86.49997554099991,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__cnn1d__close__seed42/artifacts/20260723_191645_282959,2026-07-23T23:45:07.467961+00:00,g7_stage1_expanding_recursive_neural
germany_dax__cnn1d__close__seed2026,germany_dax,cnn1d,close,2026,222fe15ad86325080ff6dd5c76ea8c6b6723eb2c25a35171d898c540e77d550b,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:18:11.708448+00:00,2026-07-23T19:19:42.941609+00:00,91.22689795899988,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__cnn1d__close__seed2026/artifacts/20260723_191811_788832,2026-07-23T23:45:07.594516+00:00,g7_stage1_expanding_recursive_neural
germany_dax__cnn1d__indicators__seed1,germany_dax,cnn1d,indicators,1,c0b8a1044f4733d5c911b67d6ac1a162c0296f9e7a4bc36ecaf9e3bc1fc46b00,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:19:42.943388+00:00,2026-07-23T19:21:29.641854+00:00,106.69188223399942,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__cnn1d__indicators__seed1/artifacts/20260723_191943_030290,2026-07-23T23:45:07.716372+00:00,g7_stage1_expanding_recursive_neural
germany_dax__cnn1d__indicators__seed42,germany_dax,cnn1d,indicators,42,6d280d0c1bbc7722875fa9d5f406d4eba4fb6c5d15f091a70310a1b3255a2edb,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:21:29.643650+00:00,2026-07-23T19:23:08.491538+00:00,98.84131480199994,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__cnn1d__indicators__seed42/artifacts/20260723_192129_728899,2026-07-23T23:45:07.839361+00:00,g7_stage1_expanding_recursive_neural
germany_dax__cnn1d__indicators__seed2026,germany_dax,cnn1d,indicators,2026,87a92a4ff004af878d66dd8264c6807ac77080f55bf3e89924e02183f8d2f0c6,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:23:08.493366+00:00,2026-07-23T19:24:50.826675+00:00,102.32691045699994,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__cnn1d__indicators__seed2026/artifacts/20260723_192308_761478,2026-07-23T23:45:07.966206+00:00,g7_stage1_expanding_recursive_neural
germany_dax__lstm_gru__close__seed1,germany_dax,lstm_gru,close,1,8319e02db10b355fab495775d7153d883dfc5ec55db56a71705ea62e5e945101,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:24:50.828720+00:00,2026-07-23T19:26:47.902802+00:00,117.06703049800036,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__lstm_gru__close__seed1/artifacts/20260723_192450_921902,2026-07-23T23:45:08.086733+00:00,g7_stage1_expanding_recursive_neural
germany_dax__lstm_gru__close__seed42,germany_dax,lstm_gru,close,42,1d104c9bd66556db8138a77921e7064fe480d58b160204e63f0d79446ae6e424,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:26:47.904812+00:00,2026-07-23T19:29:09.557115+00:00,141.64550351100024,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__lstm_gru__close__seed42/artifacts/20260723_192647_991294,2026-07-23T23:45:08.208394+00:00,g7_stage1_expanding_recursive_neural
germany_dax__lstm_gru__close__seed2026,germany_dax,lstm_gru,close,2026,e257d62663b04ee4f70bc334b7ed3874297525d06c8342f2e2af14d2600bf2ad,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:29:09.559184+00:00,2026-07-23T19:31:19.416920+00:00,129.85148508300065,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__lstm_gru__close__seed2026/artifacts/20260723_192909_642567,2026-07-23T23:45:08.329311+00:00,g7_stage1_expanding_recursive_neural
germany_dax__lstm_gru__indicators__seed1,germany_dax,lstm_gru,indicators,1,85ac43c8a0a20d4f352cbd60cfdfa7cf252f4e308e2ad089456a35c59716c5c0,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:31:19.418874+00:00,2026-07-23T19:33:16.332024+00:00,116.906696303,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__lstm_gru__indicators__seed1/artifacts/20260723_193119_509576,2026-07-23T23:45:08.458742+00:00,g7_stage1_expanding_recursive_neural
germany_dax__lstm_gru__indicators__seed42,germany_dax,lstm_gru,indicators,42,5cca1c9dca23bdf1f02a4f4ff4b90678eb77c19bdff14e3c1f60b7ee85762c79,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:33:16.334048+00:00,2026-07-23T19:35:32.656311+00:00,136.31589959699977,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__lstm_gru__indicators__seed42/artifacts/20260723_193316_423870,2026-07-23T23:45:08.577885+00:00,g7_stage1_expanding_recursive_neural
germany_dax__lstm_gru__indicators__seed2026,germany_dax,lstm_gru,indicators,2026,baba5b17d4df293cbabcfa3634795c5c9320d3a338421e884fdab5bfea4b76f8,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:35:32.658250+00:00,2026-07-23T19:37:38.599629+00:00,125.9349912480002,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__lstm_gru__indicators__seed2026/artifacts/20260723_193532_746393,2026-07-23T23:45:08.706990+00:00,g7_stage1_expanding_recursive_neural
germany_dax__dnfs__close__seed1,germany_dax,dnfs,close,1,efa893414c97be994770b115b864d46eb5dce69bb5b3bf103ae4108ac6779762,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:37:38.601510+00:00,2026-07-23T19:40:40.472419+00:00,181.86413372300012,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__dnfs__close__seed1/artifacts/20260723_193738_685439,2026-07-23T23:45:08.832760+00:00,g7_stage1_expanding_recursive_neural
germany_dax__dnfs__close__seed42,germany_dax,dnfs,close,42,7391b974e11400ff7ca128b3ad88f175325e3a12804fdf4e75b5a3de91fece0f,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:40:40.474389+00:00,2026-07-23T19:43:34.291302+00:00,173.81032305400004,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__dnfs__close__seed42/artifacts/20260723_194040_559036,2026-07-23T23:45:08.964152+00:00,g7_stage1_expanding_recursive_neural
germany_dax__dnfs__close__seed2026,germany_dax,dnfs,close,2026,840c5c4dda7b25bbbf5eccca21ec3eba894431b0d960adb50c84aab21a66f157,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:43:34.293565+00:00,2026-07-23T19:46:34.107716+00:00,179.80737658500038,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__dnfs__close__seed2026/artifacts/20260723_194334_376088,2026-07-23T23:45:09.081821+00:00,g7_stage1_expanding_recursive_neural
germany_dax__dnfs__indicators__seed1,germany_dax,dnfs,indicators,1,0c930aaa264d5e36e0c51d0aaf6a88a795c592106b990546d9e867950f17752b,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:46:34.109457+00:00,2026-07-23T19:49:23.665855+00:00,169.5498037869993,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__dnfs__indicators__seed1/artifacts/20260723_194634_371498,2026-07-23T23:45:09.196421+00:00,g7_stage1_expanding_recursive_neural
germany_dax__dnfs__indicators__seed42,germany_dax,dnfs,indicators,42,bbe86ec5dcda411895cb780ef08a386a3608745c3a7c6d9efa0ef17abd60ee64,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:49:23.667860+00:00,2026-07-23T19:51:55.640486+00:00,151.96627748399987,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__dnfs__indicators__seed42/artifacts/20260723_194923_759391,2026-07-23T23:45:09.440228+00:00,g7_stage1_expanding_recursive_neural
germany_dax__dnfs__indicators__seed2026,germany_dax,dnfs,indicators,2026,bb9a7407584ce6adac06f92aa8b80c650f40d556fb39967eb084fec218c77e23,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/germany_dax_plan.csv,data/raw/dax.csv,6df3c07461b6001bea2f957118e4c2a0f60fc02ed6717da5035f5d9186d63fcd,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,d5ef66e19b6e8b46c587171f280bbec2a4d54185b452cf7d39c9d227313889d0,completed,skipped,2026-07-23T19:51:55.642419+00:00,2026-07-23T19:54:38.678771+00:00,163.0298992299995,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/germany_dax__dnfs__indicators__seed2026/artifacts/20260723_195155_729813,2026-07-23T23:45:09.560971+00:00,g7_stage1_expanding_recursive_neural
italy_ftse_mib__cnn1d__close__seed1,italy_ftse_mib,cnn1d,close,1,c9e80070725525a69f1fc528785b1be72a304b5bea0da0ae2eeb30c28eaf03ae,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/italy_ftse_mib_plan.csv,data/raw/ftse_mib.csv,881af63714794a1e1e67aa16c3bfc7a80e9f81cdf2a5890a030ce3024b186663,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,331db8d7b39b18bfca3c67087724330fb0862f56788222143e26a9dd237866d7,completed,skipped,2026-07-23T19:54:38.680990+00:00,2026-07-23T19:55:52.712422+00:00,74.02564183399954,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/italy_ftse_mib__cnn1d__close__seed1/artifacts/20260723_195438_758922,2026-07-23T23:45:09.708657+00:00,g7_stage1_expanding_recursive_neural
